Team,ELO,Aff_ELO,Neg_ELO,Aff_Rounds,Neg_Rounds
Liberal Arts and Science LR,1600,1600,1600,0,0
Liberal Arts and Science RL,1600,1600,1600,0,0
Liberal Arts and Science VA,1600,1600,1600,0,0
Lincoln Park BS,1600,1600,1600,0,0
Little Rock Central BF,1600,1600,1600,0,0
Little Rock Central BG,1600,1600,1600,0,0
Little Rock Central BW,1600,1600,1600,0,0
Little Rock Central GT,1600,1600,1600,0,0
Little Rock Central KC,1600,1600,1600,0,0
Little Rock Central LW,1600,1600,1600,0,0
Little Rock Central MK,1600,1600,1600,0,0
Little Rock Central NT,1600,1600,1600,0,0
Little Rock Central TB,1600,1600,1600,0,0
Little Rock Central WC,1600,1600,1600,0,0
Little Rock Central WK,1600,1600,1600,0,0
Lovejoy PW,1600,1600,1600,0,0
Lowell CL,1600,1600,1600,0,0
Lowell SB,1600,1600,1600,0,0
Madison Central AW,1600,1600,1600,0,0
Maine East AJ,1600,1600,1600,0,0
Maine East GR,1600,1600,1600,0,0
Maine East HP,1600,1600,1600,0,0
Maine East JN,1600,1600,1600,0,0
Maine East JW,1600,1600,1600,0,0
Maine East MS,1600,1600,1600,0,0
Maine East RS,1600,1600,1600,0,0
Maine East RU,1600,1600,1600,0,0
Maine East UH,1600,1600,1600,0,0
Maize BR,1600,1600,1600,0,0
Maize CL,1600,1600,1600,0,0
Mamaroneck AT,1600,1600,1600,0,0
Mamaroneck CF,1600,1600,1600,0,0
Mamaroneck GA,1600,1600,1600,0,0
Mamaroneck MK,1600,1600,1600,0,0
Mamaroneck MP,1600,1600,1600,0,0
Mamaroneck MS,1600,1600,1600,0,0
Mamaroneck MT,1600,1600,1600,0,0
Mamaroneck RW,1600,1600,1600,0,0
Mamaroneck SW,1600,1600,1600,0,0
Manhattan AS,1600,1600,1600,0,0
Manhattan BB,1600,1600,1600,0,0
Manhattan HW,1600,1600,1600,0,0
Manhattan TF,1600,1600,1600,0,0
Manhattan TW,1600,1600,1600,0,0
Marist AC,1600,1600,1600,0,0
Marist AR,1600,1600,1600,0,0
Marist CL,1600,1600,1600,0,0
McCallum MV,1600,1600,1600,0,0
McDonogh AH,1600,1600,1600,0,0
McDonogh CM,1600,1600,1600,0,0
McDonogh KL,1600,1600,1600,0,0
McDonogh OB,1600,1600,1600,0,0
McDonogh SP,1600,1600,1600,0,0
McDonogh VB,1600,1600,1600,0,0
McDowell LJ,1600,1600,1600,0,0
Meadows CK,1600,1600,1600,0,0
Meadows GS,1600,1600,1600,0,0
Meadows HS,1600,1600,1600,0,0
Meadows KG,1600,1600,1600,0,0
Meadows KK,1600,1600,1600,0,0
Meadows RK,1600,1600,1600,0,0
Meadows SK,1600,1600,1600,0,0
Melissa NT,1600,1600,1600,0,0
Melissa SM,1600,1600,1600,0,0
Memorial SC,1600,1600,1600,0,0
Mill Valley FP,1600,1600,1600,0,0
Mill Valley HK,1600,1600,1600,0,0
Minneapolis South WB,1600,1600,1600,0,0
Mission Vista FC,1600,1600,1600,0,0
ModernBrain JW,1600,1600,1600,0,0
ModernBrain KL,1600,1600,1600,0,0
ModernBrain LL,1600,1600,1600,0,0
ModernBrain LS,1600,1600,1600,0,0
ModernBrain PP,1600,1600,1600,0,0
ModernBrain SY,1600,1600,1600,0,0
ModernBrain YW,1600,1600,1600,0,0
Montgomery Bell BT,1600,1600,1600,0,0
Montgomery Bell HM,1600,1600,1600,0,0
Montgomery Bell KF,1600,1600,1600,0,0
Montgomery Bell MM,1600,1600,1600,0,0
Montgomery Bell PD,1600,1600,1600,0,0
Montgomery Bell PR,1600,1600,1600,0,0
Montgomery Bell RF,1600,1600,1600,0,0
Montgomery Bell RS,1600,1600,1600,0,0
Montgomery Bell RW,1600,1600,1600,0,0
Montgomery Bell SJ,1600,1600,1600,0,0
Montgomery Bell SL,1600,1600,1600,0,0
Munster BW,1600,1600,1600,0,0
Munster KW,1600,1600,1600,0,0
Munster TP,1600,1600,1600,0,0
New Designs Charter School-University Park CS,1600,1600,1600,0,0
New Designs-University Park CG,1600,1600,1600,0,0
New Designs-University Park SS,1600,1600,1600,0,0
New Trier AnSt,1600,1600,1600,0,0
New Trier ArSh,1600,1600,1600,0,0
New Trier AS,1600,1600,1600,0,0
New Trier CS,1600,1600,1600,0,0
New Trier CT,1600,1600,1600,0,0
New Trier HJ,1600,1600,1600,0,0
New Trier HP,1600,1600,1600,0,0
New Trier HW,1600,1600,1600,0,0
New Trier HY,1600,1600,1600,0,0
New Trier MP,1600,1600,1600,0,0
New Trier NH,1600,1600,1600,0,0
New Trier PY,1600,1600,1600,0,0
New Trier SB,1600,1600,1600,0,0
New Trier ShAn,1600,1600,1600,0,0
New Trier SW,1600,1600,1600,0,0
New Trier SY,1600,1600,1600,0,0
Newark Science AO,1600,1600,1600,0,0
Newark Science OO,1600,1600,1600,0,0
Newark Tech MR,1600,1600,1600,0,0
Newark Tech OB,1600,1600,1600,0,0
Newton KN,1600,1600,1600,0,0
Niles North ChSh,1600,1600,1600,0,0
Niles North CR,1600,1600,1600,0,0
Niles North CS,1600,1600,1600,0,0
Niles North GH,1600,1600,1600,0,0
Niles North GW,1600,1600,1600,0,0
Niles North HD,1600,1600,1600,0,0
Niles North HM,1600,1600,1600,0,0
Niles North KB,1600,1600,1600,0,0
Niles North KM,1600,1600,1600,0,0
Niles North McKa,1600,1600,1600,0,0
Niles North MK,1600,1600,1600,0,0
Niles North SP,1600,1600,1600,0,0
Niles North WC,1600,1600,1600,0,0
Niles West KS,1600,1600,1600,0,0
Niles West RK,1600,1600,1600,0,0
Niles West SS,1600,1600,1600,0,0
Niles West SV,1600,1600,1600,0,0
Niles West VK,1600,1600,1600,0,0
North Lake Early BC,1600,1600,1600,0,0
Northside  AD,1600,1600,1600,0,0
Northside  AV,1600,1600,1600,0,0
Northside  CX,1600,1600,1600,0,0
Northside  DT,1600,1600,1600,0,0
Northside  GL,1600,1600,1600,0,0
Northside  GT,1600,1600,1600,0,0
Northside  KP,1600,1600,1600,0,0
Northside  OS,1600,1600,1600,0,0
Northside  PP,1600,1600,1600,0,0
Northside  WP,1600,1600,1600,0,0
Northstar Academy HS - Newark AA,1600,1600,1600,0,0
Northstar Academy HS - Newark AM,1600,1600,1600,0,0
Northstar Academy HS - Newark KS,1600,1600,1600,0,0
Northstar Academy HS - Newark MA,1600,1600,1600,0,0
Northstar Academy HS - Newark YQ,1600,1600,1600,0,0
Northview CT,1600,1600,1600,0,0
Northview LT,1600,1600,1600,0,0
Northview NL,1600,1600,1600,0,0
Northview TN,1600,1600,1600,0,0
Northwood AG,1600,1600,1600,0,0
Northwood CB,1600,1600,1600,0,0
Northwood GC,1600,1600,1600,0,0
Northwood SA,1600,1600,1600,0,0
Northwood SS,1600,1600,1600,0,0
Northwood SY,1600,1600,1600,0,0
Northwood ZG,1600,1600,1600,0,0
Northwood ZY,1600,1600,1600,0,0
Notre Dame AM,1600,1600,1600,0,0
Notre Dame AV,1600,1600,1600,0,0
Notre Dame BC,1600,1600,1600,0,0
Notre Dame BD,1600,1600,1600,0,0
Notre Dame CP,1600,1600,1600,0,0
Notre Dame DM,1600,1600,1600,0,0
Notre Dame DP,1600,1600,1600,0,0
Notre Dame DuPi,1600,1600,1600,0,0
Notre Dame GM,1600,1600,1600,0,0
Notre Dame ND,1600,1600,1600,0,0
Notre Dame NP,1600,1600,1600,0,0
Notre Dame NY,1600,1600,1600,0,0
NSU AC,1600,1600,1600,0,0
NSU AY,1600,1600,1600,0,0
NSU BL,1600,1600,1600,0,0
Oak Ridge AH,1600,1600,1600,0,0
OES LR,1600,1600,1600,0,0
Okemos DT,1600,1600,1600,0,0
Olathe East DG,1600,1600,1600,0,0
Olathe East SR,1600,1600,1600,0,0
Olathe North CF,1600,1600,1600,0,0
Olathe North FC,1600,1600,1600,0,0
Olathe North MM,1600,1600,1600,0,0
Olathe West OF,1600,1600,1600,0,0
Opus CC,1600,1600,1600,0,0
Pace EK,1600,1600,1600,0,0
Pace EW,1600,1600,1600,0,0
Pace GK,1600,1600,1600,0,0
Pace GM,1600,1600,1600,0,0
Pace NS,1600,1600,1600,0,0
Park City LC,1600,1600,1600,0,0
Park City LS,1600,1600,1600,0,0
Park Hill South SV,1600,1600,1600,0,0
Park Tudor WX,1600,1600,1600,0,0
Parkrose GH,1600,1600,1600,0,0
Pembroke Hill BC,1600,1600,1600,0,0
Pembroke Hill JT,1600,1600,1600,0,0
Pembroke Hill WA,1600,1600,1600,0,0
Pembroke Hill ZM,1600,1600,1600,0,0
Peninsula BB,1600,1600,1600,0,0
Peninsula BY,1600,1600,1600,0,0
Peninsula CK,1600,1600,1600,0,0
Peninsula DK,1600,1600,1600,0,0
Peninsula DU,1600,1600,1600,0,0
Peninsula DY,1600,1600,1600,0,0
Peninsula EW,1600,1600,1600,0,0
Peninsula FL,1600,1600,1600,0,0
Peninsula FW,1600,1600,1600,0,0
Peninsula JL,1600,1600,1600,0,0
Peninsula JS,1600,1600,1600,0,0
Peninsula KK,1600,1600,1600,0,0
Peninsula KX,1600,1600,1600,0,0
Peninsula LiLi,1600,1600,1600,0,0
Peninsula LL,1600,1600,1600,0,0
Peninsula LS,1600,1600,1600,0,0
Peninsula LW,1600,1600,1600,0,0
Peninsula LY,1600,1600,1600,0,0
Peninsula MP,1600,1600,1600,0,0
Peninsula PY,1600,1600,1600,0,0
Peninsula SW,1600,1600,1600,0,0
Peninsula TW,1600,1600,1600,0,0
Peninsula UV,1600,1600,1600,0,0
Peninsula WY,1600,1600,1600,0,0
Peninsula ZZ,1600,1600,1600,0,0
Perry TD,1600,1600,1600,0,0
Pharr San Juan Alamo Southwest CG,1600,1600,1600,0,0
Pharr San Juan Alamo Southwest VC,1600,1600,1600,0,0
Pine Crest EA,1600,1600,1600,0,0
Pine Crest MK,1600,1600,1600,0,0
Pine Crest RR,1600,1600,1600,0,0
Pittsburgh Central Catholic AH,1600,1600,1600,0,0
Pittsburgh Central Catholic HS,1600,1600,1600,0,0
Poly Prep Country Day BL,1600,1600,1600,0,0
Polytechnic BH,1600,1600,1600,0,0
Polytechnic HG,1600,1600,1600,0,0
Polytechnic TK,1600,1600,1600,0,0
Princeton AF,1600,1600,1600,0,0
Prosper AV,1600,1600,1600,0,0
Prosper CG,1600,1600,1600,0,0
Prosper HS,1600,1600,1600,0,0
Quarry Lane AC,1600,1600,1600,0,0
Quarry Lane AM,1600,1600,1600,0,0
Quarry Lane CK,1600,1600,1600,0,0
Quarry Lane CM,1600,1600,1600,0,0
Quarry Lane HG,1600,1600,1600,0,0
Quarry Lane KP,1600,1600,1600,0,0
Quarry Lane PS,1600,1600,1600,0,0
Quarry Lane YY,1600,1600,1600,0,0
Reagan FP,1600,1600,1600,0,0
Rock Hill AS,1600,1600,1600,0,0
Ronald Reagan CD,1600,1600,1600,0,0
Ronald Reagan FP,1600,1600,1600,0,0
Ronald Reagan TR,1600,1600,1600,0,0
Rosemount AP,1600,1600,1600,0,0
Rosemount GM,1600,1600,1600,0,0
Rosemount PY,1600,1600,1600,0,0
Rosemount SR,1600,1600,1600,0,0
Rowland Hall CS,1600,1600,1600,0,0
Rowland Hall CU,1600,1600,1600,0,0
Rowland Hall DL,1600,1600,1600,0,0
Rowland Hall GH,1600,1600,1600,0,0
Rowland Hall UL,1600,1600,1600,0,0
Rowland Hall UV,1600,1600,1600,0,0
Rowland Hall VD,1600,1600,1600,0,0
Rufus King MB,1600,1600,1600,0,0
Ruth Batson FN,1600,1600,1600,0,0
Sacred Heart Cathedral Prep BC,1600,1600,1600,0,0
Sacred Heart Cathedral Prep FY,1600,1600,1600,0,0
Sacred Heart Cathedral Prep WL,1600,1600,1600,0,0
Sacred Heart Cathedral Prep WX,1600,1600,1600,0,0
Salem Hills DD,1600,1600,1600,0,0
San Marino CJ,1600,1600,1600,0,0
San Marino LC,1600,1600,1600,0,0
San Marino PC,1600,1600,1600,0,0
San Marino PL,1600,1600,1600,0,0
San Marino PM,1600,1600,1600,0,0
Sharks Independent OW,1600,1600,1600,0,0
Sharks Independent SW,1600,1600,1600,0,0
Sharks Independent YL,1600,1600,1600,0,0
Shawnee Mission East BM,1600,1600,1600,0,0
Shawnee Mission East DS,1600,1600,1600,0,0
Shawnee Mission East HT,1600,1600,1600,0,0
Shawnee Mission East HW,1600,1600,1600,0,0
Shawnee Mission East LK,1600,1600,1600,0,0
Shawnee Mission East LT,1600,1600,1600,0,0
Shawnee Mission East PH,1600,1600,1600,0,0
Shawnee Mission East PL,1600,1600,1600,0,0
Shawnee Mission East TH,1600,1600,1600,0,0
Shawnee Mission South AZ,1600,1600,1600,0,0
Shawnee Mission South KC,1600,1600,1600,0,0
Shawnee Mission South MD,1600,1600,1600,0,0
Shawnee Mission South MJ,1600,1600,1600,0,0
Shawnee Mission South MK,1600,1600,1600,0,0
Shawnee Mission South MM,1600,1600,1600,0,0
Shawnee Mission South SB,1600,1600,1600,0,0
Shawnee Mission West WS,1600,1600,1600,0,0
Sidwell AA,1600,1600,1600,0,0
Sidwell DJ,1600,1600,1600,0,0
Sidwell FV,1600,1600,1600,0,0
Sidwell Independent VF,1600,1600,1600,0,0
Solon CN,1600,1600,1600,0,0
Solon GH,1600,1600,1600,0,0
Solon HC,1600,1600,1600,0,0
Solorio GC,1600,1600,1600,0,0
Solorio GT,1600,1600,1600,0,0
Solorio MA,1600,1600,1600,0,0
Solorio MC,1600,1600,1600,0,0
Solorio MP,1600,1600,1600,0,0
Solorio SM,1600,1600,1600,0,0
Solorio TV,1600,1600,1600,0,0
Solorio VC,1600,1600,1600,0,0
Somerville KM,1600,1600,1600,0,0
Somerville KS,1600,1600,1600,0,0
Somerville WC,1600,1600,1600,0,0
Sonoma BD,1600,1600,1600,0,0
Sonoma BM,1600,1600,1600,0,0
Sonoma BS,1600,1600,1600,0,0
Sonoma KB,1600,1600,1600,0,0
Sonoma LY,1600,1600,1600,0,0
Sonoma MK,1600,1600,1600,0,0
Sonoma ML,1600,1600,1600,0,0
Sonoma MM,1600,1600,1600,0,0
Sonoma PB,1600,1600,1600,0,0
Sonoma PM,1600,1600,1600,0,0
Sonoma YK,1600,1600,1600,0,0
South Eugene GR,1600,1600,1600,0,0
St Andrew's Episcopal KA,1600,1600,1600,0,0
St Ignatius FK,1600,1600,1600,0,0
St Ignatius GaGo,1600,1600,1600,0,0
St Ignatius GG,1600,1600,1600,0,0
St Lucy's Priory GI,1600,1600,1600,0,0
St Mark's School of Texas BL,1600,1600,1600,0,0
St Mark's School of Texas DH,1600,1600,1600,0,0
St Mark's School of Texas DP,1600,1600,1600,0,0
St Mark's School of Texas GD,1600,1600,1600,0,0
St Mark's School of Texas JB,1600,1600,1600,0,0
St Mark's School of Texas JP,1600,1600,1600,0,0
St Mark's School of Texas LL,1600,1600,1600,0,0
St Mark's School of Texas LP,1600,1600,1600,0,0
St Mark's School of Texas PH,1600,1600,1600,0,0
St Mark's School of Texas TK,1600,1600,1600,0,0
St Paul Central BM,1600,1600,1600,0,0
St Paul Central EB,1600,1600,1600,0,0
St Paul Central MC,1600,1600,1600,0,0
St Paul Central NL,1600,1600,1600,0,0
St Paul Central UB,1600,1600,1600,0,0
St Paul Central WC,1600,1600,1600,0,0
Stockdale GT,1600,1600,1600,0,0
Stuyvesant DE,1600,1600,1600,0,0
Stuyvesant DV,1600,1600,1600,0,0
Stuyvesant FW,1600,1600,1600,0,0
Stuyvesant SK,1600,1600,1600,0,0
Stuyvesant SP,1600,1600,1600,0,0
Stuyvesant WN,1600,1600,1600,0,0
Success Academy HSLA-HARLEM CD,1600,1600,1600,0,0
Success Academy HSLA-MANHATTAN AB,1600,1600,1600,0,0
Success Academy HSLA-MANHATTAN KY,1600,1600,1600,0,0
Success Academy HSLA-MANHATTAN LP,1600,1600,1600,0,0
Success Academy HSLA-MANHATTAN TR,1600,1600,1600,0,0
Success Academy HSLA-MANHATTAN WO,1600,1600,1600,0,0
Success Academy HSLA-MANHATTAN WP,1600,1600,1600,0,0
SWW DP,1600,1600,1600,0,0
SWW NN,1600,1600,1600,0,0
SWW WP,1600,1600,1600,0,0
SWW/Banneker BY,1600,1600,1600,0,0
Taipei American CH,1600,1600,1600,0,0
Taipei American HW,1600,1600,1600,0,0
Taipei American LC,1600,1600,1600,0,0
Taipei American LT,1600,1600,1600,0,0
Taipei American YL,1600,1600,1600,0,0
Taipei American YM,1600,1600,1600,0,0
Taipei American YT,1600,1600,1600,0,0
Tartan HJ,1600,1600,1600,0,0
Tartan PM,1600,1600,1600,0,0
Thomas Edison AB,1600,1600,1600,0,0
Thomas Kelly MG,1600,1600,1600,0,0
Tomball Memorial CN,1600,1600,1600,0,0
Unionville HK,1600,1600,1600,0,0
Unionville Independent KH,1600,1600,1600,0,0
Univ Of Chicago Lab EJ,1600,1600,1600,0,0
Univ Of Chicago Lab LJ,1600,1600,1600,0,0
Univ Of Chicago Lab LL,1600,1600,1600,0,0
Univ Of Chicago Lab SJ,1600,1600,1600,0,0
University OM,1600,1600,1600,0,0
USN CR,1600,1600,1600,0,0
VHTPA GR,1600,1600,1600,0,0
VHTPA MH,1600,1600,1600,0,0
VHTPA ON,1600,1600,1600,0,0
VHTPA TN,1600,1600,1600,0,0
VHTPA TT,1600,1600,1600,0,0
Von Steuben BG,1600,1600,1600,0,0
Von Steuben GL,1600,1600,1600,0,0
Von Steuben LL,1600,1600,1600,0,0
Von Steuben LM,1600,1600,1600,0,0
Von Steuben ML,1600,1600,1600,0,0
Walter Payton BR,1600,1600,1600,0,0
Walter Payton BS,1600,1600,1600,0,0
Walter Payton DD,1600,1600,1600,0,0
Walter Payton DI,1600,1600,1600,0,0
Walter Payton JF,1600,1600,1600,0,0
Walter Payton MG,1600,1600,1600,0,0
Walter Payton YY,1600,1600,1600,0,0
Washburn Rural BH,1600,1600,1600,0,0
Washburn Rural BL,1600,1600,1600,0,0
Washburn Rural CH,1600,1600,1600,0,0
Washburn Rural CN,1600,1600,1600,0,0
Washburn Rural CR,1600,1600,1600,0,0
Washburn Rural JK,1600,1600,1600,0,0
Washburn Rural RV,1600,1600,1600,0,0
Washington BD,1600,1600,1600,0,0
Washington LZ,1600,1600,1600,0,0
Wayzata KJ,1600,1600,1600,0,0
West Campus (Sacramento) CM,1600,1600,1600,0,0
West HS SLC AK,1600,1600,1600,0,0
West HS SLC JS,1600,1600,1600,0,0
Westlake SB,1600,1600,1600,0,0
Westminster GS,1600,1600,1600,0,0
Westminster HY,1600,1600,1600,0,0
Westminster LY,1600,1600,1600,0,0
Westminster PL,1600,1600,1600,0,0
Westminster VZ,1600,1600,1600,0,0
Westminster YZ,1600,1600,1600,0,0
Westview ST,1600,1600,1600,0,0
Westwood AS,1600,1600,1600,0,0
Westwood BA,1600,1600,1600,0,0
Westwood GK,1600,1600,1600,0,0
Westwood GS,1600,1600,1600,0,0
Westwood LU,1600,1600,1600,0,0
Westwood ST,1600,1600,1600,0,0
Westwood TL,1600,1600,1600,0,0
Westwood YS,1600,1600,1600,0,0
Whitney Young BM,1600,1600,1600,0,0
Whitney Young SP,1600,1600,1600,0,0
Whitney Young SV,1600,1600,1600,0,0
Whitney Young SW,1600,1600,1600,0,0
Wichita East FS,1600,1600,1600,0,0
Wichita East GL,1600,1600,1600,0,0
Wichita East JS,1600,1600,1600,0,0
Wichita East KZ,1600,1600,1600,0,0
Wichita East SZ,1600,1600,1600,0,0
Wichita Southeast SK,1600,1600,1600,0,0
Willamette LB,1600,1600,1600,0,0
Willamette PB,1600,1600,1600,0,0
Winston Churchill CL,1600,1600,1600,0,0
Winston Churchill LR,1600,1600,1600,0,0
Winston Churchill LyRo,1600,1600,1600,0,0
Winston Churchill MP,1600,1600,1600,0,0
Winston Churchill RL,1600,1600,1600,0,0
Woodlands College Park MS,1600,1600,1600,0,0
Woodlands College Park OF,1600,1600,1600,0,0
Woodward AH,1600,1600,1600,0,0
Woodward CM,1600,1600,1600,0,0
Woodward CP,1600,1600,1600,0,0
Woodward CS,1600,1600,1600,0,0
Woodward HY,1600,1600,1600,0,0
Woodward JN,1600,1600,1600,0,0
Woodward JT,1600,1600,1600,0,0
Woodward MP,1600,1600,1600,0,0
Woodward NP,1600,1600,1600,0,0
Woodward PR,1600,1600,1600,0,0
Wylie E. Groves PS,1600,1600,1600,0,0
Wylie E. Groves XC,1600,1600,1600,0,0
Yerba Buena QN,1600,1600,1600,0,0